"Horodateur","Sur dix cours magistraux prévus de 8h à 10h, vous estimez être présent(e) combien de fois?","Même question pour des cours de 10h à 12h","Même question de 14h à 16h","Même question de 16h à 18h","Dans quelle école ou partie de Rennes 1 étudiez-vous?","En quelle année êtes-vous?"
"2019/01/28 10:28:58 AM UTC+2","6","7","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:29:22 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:29:56 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","4"
"2019/01/28 10:30:45 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:30:49 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:31:16 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:31:29 AM UTC+2","2","8","4","6","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:31:47 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:31:51 AM UTC+2","9","10","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:32:07 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:32:30 AM UTC+2","9","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:32:50 AM UTC+2","6","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:33:38 AM UTC+2","3","3","5","1","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:34:03 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:34:28 AM UTC+2","6","1","4","3","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:35:11 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:35:45 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:35:49 AM UTC+2","6","8","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:35:55 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:37:25 AM UTC+2","2","7","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:37:45 AM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:37:48 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:38:52 AM UTC+2","1","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:39:13 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:40:21 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:41:05 AM UTC+2","6","9","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:43:41 AM UTC+2","4","6","6","4","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:43:42 AM UTC+2","1","6","6","6","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:44:47 AM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:44:51 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:46:14 AM UTC+2","5","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:48:27 AM UTC+2","6","7","7","6","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:49:45 AM UTC+2","8","9","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:50:20 AM UTC+2","6","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:50:24 AM UTC+2","9","10","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:50:57 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:53:33 AM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:53:54 AM UTC+2","9","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:54:05 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:54:45 AM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","4ième année"
"2019/01/28 10:55:27 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:55:39 AM UTC+2","8","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:56:26 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 10:57:51 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:01:21 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:02:15 AM UTC+2","5","7","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:03:12 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:04:07 AM UTC+2","7","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:04:15 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:04:18 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:05:26 AM UTC+2","8","10","6","8","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:05:39 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:05:43 AM UTC+2","3","8","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:06:14 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:07:07 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:07:17 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:09:28 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:09:44 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","Première année prepa intégrée "
"2019/01/28 11:10:19 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1è année"
"2019/01/28 11:10:54 AM UTC+2","7","7","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:11:40 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:12:07 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:12:18 AM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:12:27 AM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:15:17 AM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:16:11 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:16:23 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2 stpi"
"2019/01/28 11:17:46 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:17:52 AM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:18:38 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:19:53 AM UTC+2","3","9","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:20:33 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:20:40 AM UTC+2","6","8","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:21:37 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:22:30 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:23:51 AM UTC+2","7","9","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:28:51 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:30:19 AM UTC+2","3","7","7","5","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:32:02 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:32:42 AM UTC+2","6","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:33:40 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:36:50 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:36:52 AM UTC+2","5","7","6","7","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:42:06 AM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","4EII"
"2019/01/28 11:43:11 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:44:19 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","MS (Bac +6). J'ai fini l'INSA (cycle ingénieur) l'an dernier."
"2019/01/28 11:47:00 AM UTC+2","2","3","7","6","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:51:54 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 11:53:01 AM UTC+2","10","7","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:54:52 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 11:55:27 AM UTC+2","4","5","6","6","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 11:57:19 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1ère année d'ingénieur "
"2019/01/28 11:58:28 AM UTC+2","8","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 12:00:03 PM UTC+2","8","9","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 12:01:25 PM UTC+2","6","9","8","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 12:02:44 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:03:35 PM UTC+2","3","5","9","7","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:08:31 PM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","4EII"
"2019/01/28 12:10:24 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 12:14:17 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 12:20:07 PM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 12:20:30 PM UTC+2","10","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:27:36 PM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 12:29:11 PM UTC+2","8","9","10","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 12:32:05 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 12:33:53 PM UTC+2","8","9","8","9","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:36:57 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 12:40:25 PM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 12:43:55 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:50:49 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 12:55:48 PM UTC+2","1","1","1","1","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 12:56:02 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1STPI"
"2019/01/28 12:59:37 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 12:59:42 PM UTC+2","8","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:00:07 PM UTC+2","8","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:00:14 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:00:40 PM UTC+2","9","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 1:01:15 PM UTC+2","7","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:01:52 PM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 1:03:30 PM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:03:55 PM UTC+2","5","3","1","1","Institut National des Sciences Appliquées de Rennes (INSA);Mathématiques","M1"
"2019/01/28 1:06:09 PM UTC+2","7","8","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:07:50 PM UTC+2","8","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:10:57 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:17:09 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 1:18:13 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:19:06 PM UTC+2","7","9","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:19:26 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:20:25 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:20:26 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 1:21:20 PM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:22:40 PM UTC+2","9","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:24:58 PM UTC+2","8","9","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 1:25:03 PM UTC+2","5","10","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 1:28:27 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:33:13 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:36:48 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:36:56 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:39:34 PM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 1:41:52 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:41:59 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:42:18 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:42:48 PM UTC+2","7","9","10","10","Institut Universitaire de Technologie (IUT)","L2"
"2019/01/28 1:45:54 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:48:11 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 1:52:47 PM UTC+2","8","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 1:57:29 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 1:57:42 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:57:52 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:57:54 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 1:59:22 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:01:03 PM UTC+2","1","3","5","5","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:01:23 PM UTC+2","10","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 2:03:07 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 2:04:42 PM UTC+2","8","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:06:08 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:06:55 PM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:07:15 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:09:31 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 2:13:53 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:14:04 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:14:45 PM UTC+2","4","5","6","5","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:14:49 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 2:15:05 PM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:15:32 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2STPI"
"2019/01/28 2:18:41 PM UTC+2","7","9","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:18:54 PM UTC+2","8","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:19:03 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:20:30 PM UTC+2","7","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:21:26 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:22:53 PM UTC+2","3","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:36:46 PM UTC+2","8","10","10","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:41:17 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:49:13 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:52:48 PM UTC+2","6","7","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 2:53:01 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 2:53:19 PM UTC+2","1","7","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 2:53:52 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 2:59:29 PM UTC+2","7","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 3:01:22 PM UTC+2","7","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 3:07:14 PM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 3:07:37 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 3:17:24 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","3ème année "
"2019/01/28 3:18:10 PM UTC+2","1","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 3:30:54 PM UTC+2","10","10","8","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 3:39:25 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","3eme année insa"
"2019/01/28 4:05:49 PM UTC+2","3","8","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 4:12:14 PM UTC+2","7","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 4:23:06 PM UTC+2","3","6","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","3ème annee"
"2019/01/28 4:34:24 PM UTC+2","6","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 4:36:21 PM UTC+2","9","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 4:47:00 PM UTC+2","7","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 4:49:43 PM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 4:58:02 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 4:59:39 PM UTC+2","4","8","8","2","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:00:27 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1ère année de cycle ingénieur (3e année à l'INSA)"
"2019/01/28 5:03:00 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 5:06:34 PM UTC+2","9","10","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 5:14:40 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:14:58 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:15:00 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:22:32 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 5:32:40 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 5:34:57 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:51:44 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 5:57:59 PM UTC+2","6","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 6:01:23 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 6:01:45 PM UTC+2","9","10","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 6:10:48 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2 Alternance"
"2019/01/28 6:10:50 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 6:14:07 PM UTC+2","7","9","9","7","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 6:14:54 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 6:18:06 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 6:18:18 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 6:18:42 PM UTC+2","6","8","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 6:29:57 PM UTC+2","8","9","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 6:30:54 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 6:32:10 PM UTC+2","9","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 6:39:25 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 6:40:43 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 6:42:48 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 6:45:10 PM UTC+2","7","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 6:46:17 PM UTC+2","8","9","8","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 6:55:37 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","première année cycle ingénieur"
"2019/01/28 7:02:01 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2e année de prépa intégrée (STPI)"
"2019/01/28 7:03:35 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 7:09:58 PM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 7:11:27 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 7:12:51 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 7:22:15 PM UTC+2","8","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 7:27:39 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 7:39:25 PM UTC+2","2","6","6","6","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 7:44:20 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
